MATEST,MATESTCD,SPECIES,STRAIN,SEX,MASPEC,MASTRESC,MAFREQ,N
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,F,"VEIN, SAPHENA",DARK,0.023809524,42
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,F,"VEIN, SAPHENA",RED AREA,0.023809524,42
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,F,WHOLE ANIMAL,UNREMARKABLE,0.967935872,499
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,F,WHOLE ANIMAL,OBESE,0.014028056,499
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,F,WHOLE ANIMAL,"WITHIN UNREMARKABLE LIMITS, UNLESS NOTED",0.006012024,499
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,F,WHOLE ANIMAL,THIN,0.004008016,499
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,F,WHOLE ANIMAL,ABUNDANT AMOUNT OF CAVITARY AND SUBCUTANEOUS FAT,0.002004008,499
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,F,WHOLE ANIMAL,GOOD POSTMORTEM CONDITION,0.002004008,499
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,F,WHOLE ANIMAL,BODY FAT DEPLETED,0.002004008,499
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,F,WHOLE ANIMAL,WELL MUSCLED,0.002004008,499
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,ABDOMINAL WALL,UNREMARKABLE,1,5
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,ADIPOSE TISSUE,FOCUS,1,1
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"ADIPOSE TISSUE, BROWN",UNREMARKABLE,1,12
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"ADIPOSE TISSUE, WHITE",UNREMARKABLE,1,17
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,ALL TISSUES,UNREMARKABLE,1,101
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"ARTERY, AORTA",UNREMARKABLE,1,1187
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,BODY CAVITY,UNREMARKABLE,1,8
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"BODY CAVITY, ABDOMINAL",UNREMARKABLE,0.979591837,49
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"BODY CAVITY, ABDOMINAL",ADHESION,0.020408163,49
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"BODY CAVITY, CRANIAL",UNREMARKABLE,1,41
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"BODY CAVITY, NASAL",UNREMARKABLE,1,59
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"BODY CAVITY, ORAL",UNREMARKABLE,1,29
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"BODY CAVITY, PERICARDIAL",UNREMARKABLE,0.666666667,6
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"BODY CAVITY, PERICARDIAL",STRAW-COLORED FLUID,0.333333333,6
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"BODY CAVITY, THORACIC",UNREMARKABLE,0.979591837,49
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"BODY CAVITY, THORACIC",ADHESION,0.020408163,49
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,BONE,UNREMARKABLE,1,19
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,BONE MARROW,UNREMARKABLE,1,85
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"BONE MARROW, FEMUR",UNREMARKABLE,1,483
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"BONE MARROW, HUMERUS",UNREMARKABLE,1,12
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"BONE MARROW, RIB",UNREMARKABLE,1,32
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"BONE MARROW, STERNUM",UNREMARKABLE,1,631
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"BONE MARROW, TIBIA",UNREMARKABLE,1,15
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"BONE, FEMUR",UNREMARKABLE,1,815
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"BONE, FEMUR/JOINT, FEMOROTIBIAL",UNREMARKABLE,1,42
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"BONE, HUMERUS",UNREMARKABLE,1,12
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"BONE, RIB",UNREMARKABLE,1,44
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"BONE, SCAPULA",LESION(S),1,1
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"BONE, SKULL",UNREMARKABLE,1,5
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"BONE, STERNUM",UNREMARKABLE,1,790
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"BONE, TIBIA",UNREMARKABLE,1,38
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,BRAIN,UNREMARKABLE,0.996578272,1169
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,BRAIN,FOCUS,0.001710864,1169
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,BRAIN,"FOCUS/FOCI, YELLOW",0.000855432,1169
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,BRAIN,DILATION,0.000855432,1169
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"BRAIN, CEREBELLUM",UNREMARKABLE,1,25
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"BRAIN, CEREBRUM",UNREMARKABLE,1,25
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"BRAIN, CHOROID PLEXUS",UNREMARKABLE,1,6
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"BRAIN, MEDULLA OBLONGATA",UNREMARKABLE,1,25
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,BRONCHUS,UNREMARKABLE,1,6
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,BRONCHUS-ASSOCIATED LYMPHOID TISSUE,UNREMARKABLE,1,4
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,CARINA,UNREMARKABLE,1,5
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,CONJUNCTIVA,UNREMARKABLE,1,20
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"CONJUNCTIVA, BULBAR",UNREMARKABLE,1,70
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"CONJUNCTIVA, PALPEBRAL",UNREMARKABLE,1,140
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,COSTOCHONDRAL JUNCTION,UNREMARKABLE,1,5
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,EAR,UNREMARKABLE,1,29
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,EAR CANAL,UNREMARKABLE,1,10
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"EAR, COCHLEA",UNREMARKABLE,1,12
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,EPIDIDYMIS,UNREMARKABLE,0.968333333,1200
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,EPIDIDYMIS,SMALL,0.026666667,1200
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,EPIDIDYMIS,NODULE,0.001666667,1200
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,EPIDIDYMIS,ENLARGEMENT,0.001666667,1200
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,EPIDIDYMIS,ABUNREMARKABLE CONSISTENCY,0.000833333,1200
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,EPIDIDYMIS,LARGE,0.000833333,1200
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,ESOPHAGUS,UNREMARKABLE,1,1188
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,EYE,UNREMARKABLE,0.998363339,1222
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,EYE,DISCOLORED,0.000818331,1222
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,EYE,DISCOLORATION,0.000818331,1222
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,EYELID,UNREMARKABLE,1,172
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"FLUID, CEREBROSPINAL",UNREMARKABLE,1,6
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,FOOT,DEFORMITY/MALFORMATION,1,1
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,FOOTPAD,UNREMARKABLE,1,6
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,GALLBLADDER,UNREMARKABLE,0.998214286,1120
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,GALLBLADDER,DISTENSION,0.000892857,1120
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,GALLBLADDER,RAISED AREA,0.000892857,1120
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"GANGLION, CERVICAL",UNREMARKABLE,1,6
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"GANGLION, DORSAL ROOT",UNREMARKABLE,1,115
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"GANGLION, TRIGEMINAL",UNREMARKABLE,1,11
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,GINGIVA,UNREMARKABLE,1,29
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"GLAND, ADRENAL",UNREMARKABLE,0.995826377,1198
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"GLAND, ADRENAL",ENLARGED,0.000834725,1198
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"GLAND, ADRENAL",FIRM,0.000834725,1198
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"GLAND, ADRENAL",SMALL,0.000834725,1198
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"GLAND, ADRENAL",NOT PRESENT,0.000834725,1198
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"GLAND, ADRENAL","FOCUS, DARK",0.000834725,1198
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"GLAND, HARDERIAN",UNREMARKABLE,1,6
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"GLAND, LACRIMAL",UNREMARKABLE,0.998035363,509
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"GLAND, LACRIMAL",DISCOLORATION,0.001964637,509
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"GLAND, MAMMARY",UNREMARKABLE,1,709
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"GLAND, PARATHYROID",UNREMARKABLE,0.993506494,924
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"GLAND, PARATHYROID",ENLARGEMENT,0.003246753,924
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"GLAND, PARATHYROID",ABSENT,0.002164502,924
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"GLAND, PARATHYROID",NOT PRESENT,0.001082251,924
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"GLAND, PITUITARY",UNREMARKABLE,0.99831508,1187
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"GLAND, PITUITARY",CYST,0.00084246,1187
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"GLAND, PITUITARY",FOCUS,0.00084246,1187
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"GLAND, PROSTATE",UNREMARKABLE,0.973086627,1189
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"GLAND, PROSTATE",SMALL,0.023549201,1189
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"GLAND, PROSTATE",ENLARGED,0.000841043,1189
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"GLAND, PROSTATE",ENLARGEMENT,0.000841043,1189
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"GLAND, PROSTATE",FOCUS,0.000841043,1189
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"GLAND, PROSTATE",LARGE,0.000841043,1189
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"GLAND, SALIVARY",UNREMARKABLE,1,127
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"GLAND, SALIVARY, PAROTID",UNREMARKABLE,1,359
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"GLAND, SALIVARY, SUBLINGUAL",UNREMARKABLE,1,281
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"GLAND, SALIVARY, SUBMANDIBULAR",UNREMARKABLE,0.99907919,1086
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"GLAND, SALIVARY, SUBMANDIBULAR",SMALL,0.00092081,1086
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"GLAND, SEMINAL VESICLE",UNREMARKABLE,0.971014493,1173
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"GLAND, SEMINAL VESICLE",SMALL,0.023017903,1173
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"GLAND, SEMINAL VESICLE",SMALL HORN(S),0.000852515,1173
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"GLAND, SEMINAL VESICLE",ENLARGED,0.000852515,1173
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"GLAND, SEMINAL VESICLE",ENLARGEMENT,0.000852515,1173
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"GLAND, SEMINAL VESICLE",DECREASED SIZE,0.000852515,1173
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"GLAND, SEMINAL VESICLE",DISCOLORED,0.000852515,1173
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"GLAND, SEMINAL VESICLE",DISCOLORATION,0.000852515,1173
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"GLAND, SEMINAL VESICLE",LARGE,0.000852515,1173
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"GLAND, THYROID",UNREMARKABLE,0.96373057,965
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"GLAND, THYROID",SMALL,0.011398964,965
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"GLAND, THYROID",CYST,0.005181347,965
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"GLAND, THYROID",NOT PRESENT,0.004145078,965
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"GLAND, THYROID",LARGE,0.004145078,965
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"GLAND, THYROID",ENLARGED,0.002072539,965
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"GLAND, THYROID",ENLARGEMENT,0.002072539,965
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"GLAND, THYROID",ABSENT,0.002072539,965
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"GLAND, THYROID",PALE,0.001036269,965
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"GLAND, THYROID",ABUNREMARKABLE COLOR,0.001036269,965
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"GLAND, THYROID",ABUNREMARKABLE APPEARANCE,0.001036269,965
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"GLAND, THYROID",DISCOLORATION,0.001036269,965
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"GLAND, THYROID",SIZE INCREASED,0.001036269,965
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"GLAND, THYROID/GLAND, PARATHYROID",UNREMARKABLE,0.983739837,246
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"GLAND, THYROID/GLAND, PARATHYROID",DISCOLORATION,0.004065041,246
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"GLAND, THYROID/GLAND, PARATHYROID",ABSENT,0.004065041,246
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"GLAND, THYROID/GLAND, PARATHYROID",CYST,0.004065041,246
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"GLAND, THYROID/GLAND, PARATHYROID",ABSENCE,0.004065041,246
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,GROSS LESION,UNREMARKABLE,1,17
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,GUT-ASSOCIATED LYMPHOID TISSUE,UNREMARKABLE,1,758
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,HEAD,UNREMARKABLE,1,5
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,HEART,UNREMARKABLE,0.993382961,1209
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,HEART,ABUNREMARKABLE COLOUR,0.00165426,1209
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,HEART,NODULE,0.00082713,1209
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,HEART,ABUNREMARKABLE CONSISTENCY,0.00082713,1209
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,HEART,FOCUS,0.00082713,1209
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,HEART,ABUNREMARKABLE AREA,0.00082713,1209
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,HEART,MASS(ES),0.00082713,1209
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,HEART,ADHESION,0.00082713,1209
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,INNER EAR,UNREMARKABLE,1,12
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,INTESTINE,UNREMARKABLE,0.8,5
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,INTESTINE,DISCOLOURATION,0.2,5
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,JOINT,UNREMARKABLE,0.909090909,11
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,JOINT,LARGE,0.090909091,11
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"JOINT, FEMOROTIBIAL",UNREMARKABLE,1,279
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,KIDNEY,UNREMARKABLE,0.990024938,1203
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,KIDNEY,DISCOLORATION,0.003325021,1203
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,KIDNEY,ABUNREMARKABLE APPEARANCE,0.00166251,1203
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,KIDNEY,ABUNREMARKABLE COLOR,0.000831255,1203
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,KIDNEY,PALE DISCOLORATION,0.000831255,1203
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,KIDNEY,CYST,0.000831255,1203
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,KIDNEY,"DISCOLORATION, PALE",0.000831255,1203
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,KIDNEY,FOCUS,0.000831255,1203
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,KIDNEY,ABUNREMARKABLE SHAPE,0.000831255,1203
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,LARGE INTESTINE,UNREMARKABLE,1,8
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"LARGE INTESTINE, CECUM",UNREMARKABLE,0.967905405,1184
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"LARGE INTESTINE, CECUM",DISCOLORATION,0.009290541,1184
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"LARGE INTESTINE, CECUM",DISCOLORED,0.008445946,1184
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"LARGE INTESTINE, CECUM",RED,0.005067568,1184
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"LARGE INTESTINE, CECUM",DARK,0.002533784,1184
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"LARGE INTESTINE, CECUM",DARK AREA(S),0.001689189,1184
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"LARGE INTESTINE, CECUM",NODULE,0.000844595,1184
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"LARGE INTESTINE, CECUM",PARASITE,0.000844595,1184
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"LARGE INTESTINE, CECUM",DARK AREA,0.000844595,1184
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"LARGE INTESTINE, CECUM","FOCUS/FOCI, BLACK",0.000844595,1184
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"LARGE INTESTINE, CECUM",DISCOLORED FOCUS,0.000844595,1184
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"LARGE INTESTINE, CECUM",THICKENING,0.000844595,1184
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"LARGE INTESTINE, COLON",UNREMARKABLE,0.974768713,1189
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"LARGE INTESTINE, COLON",DISCOLORED,0.013456686,1189
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"LARGE INTESTINE, COLON",FOCUS,0.001682086,1189
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"LARGE INTESTINE, COLON",INTUSSUSCEPTION,0.001682086,1189
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"LARGE INTESTINE, COLON",ABUNREMARKABLE CONTENTS,0.001682086,1189
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"LARGE INTESTINE, COLON",DISCOLOURATION,0.000841043,1189
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"LARGE INTESTINE, COLON",DISCOLORED FOCUS,0.000841043,1189
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"LARGE INTESTINE, COLON",NODULE,0.000841043,1189
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"LARGE INTESTINE, COLON",PARASITE,0.000841043,1189
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"LARGE INTESTINE, COLON","FOCUS/FOCI, BLACK",0.000841043,1189
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"LARGE INTESTINE, COLON",RED,0.000841043,1189
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"LARGE INTESTINE, COLON",THICKENING,0.000841043,1189
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"LARGE INTESTINE, COLON","DISCOLORATION, RED",0.000841043,1189
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"LARGE INTESTINE, RECTUM",UNREMARKABLE,0.997260274,1095
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"LARGE INTESTINE, RECTUM",PROLAPSED,0.000913242,1095
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"LARGE INTESTINE, RECTUM",PROLAPSE,0.000913242,1095
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,"LARGE INTESTINE, RECTUM",PARASITE,0.000913242,1095
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,LARYNX,UNREMARKABLE,1,287
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,LIVER,UNREMARKABLE,0.971656333,1129
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,LIVER,FOCUS,0.009743136,1129
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,LIVER,DISCOLORED,0.003542958,1129
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,LIVER,DISCOLORATION,0.002657219,1129
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,LIVER,"FOCUS, PALE",0.001771479,1129
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,LIVER,ABUNREMARKABLE AREA,0.001771479,1129
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,LIVER,PALE,0.00088574,1129
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,LIVER,DARK,0.00088574,1129
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,LIVER,NODULE,0.00088574,1129
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,LIVER,CYST,0.00088574,1129
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,LIVER,"FOCUS/FOCI, WHITE",0.00088574,1129
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,LIVER,MOTTLED,0.00088574,1129
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,LIVER,SMALL SIZE,0.00088574,1129
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,LIVER,"CYST, PALE",0.00088574,1129
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,LIVER,ADHESION,0.00088574,1129
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,LIVER,LARGE,0.00088574,1129
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,LIVER/GALLBLADDER,UNREMARKABLE,1,71
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,LUNG,UNREMARKABLE,0.939237899,971
Gross Pathological Examination,GROSPATH,MONKEY,CYNOMOLGUS,M,LUNG,ADHESION,0.015447992,971
